Timestamp,Asset,Name,Chain,DEX,Pair Address,Token Address,Price USD,Momentum %,Buy Pressure,Volume USD,Liquidity USD,Horizon
2026-08-19T09:56:00+00:00,QBULL/SOL,Qenis Bull,solana,pumpswap,D9qPYEdmS34LtVSNVRHxQ36t5Md5GNPVkbATNUCP8mQU,8sxdRtLdtaYdHis1VSkCJoZUNVZXiaEKEUomzPRTpump,1.493e-06,-3.1,-1.0,30.05,1542.57,h1
2026-08-19T09:58:00+00:00,MEME/wtCOIN,MEME,base,uniswap,0x500307e47b79e7ee8f692fc3e27f89407f5b137dc31908c8582e8c9e68b89244,0x5A6a8023755cD13a157E5b3F841f28625Dc32E43,2.436e-05,-0.31,-0.1,2308.41,13894.24,h1
2026-08-19T09:58:00+00:00,MEME/USDC,TRUMP MEME (trumpmeme.net),solana,meteora,oz4s74SJD4WTkJgxTQxkk7ap4ELMKbaAaAGuoVqdXZP,2ESXeCDXA7yzLWyqCdpWhFWz2ts43dNiij4PMm6FtByJ,0.0005056,0.0,0.0,0.0,277102990.26,h1
2026-08-19T09:58:00+00:00,MEME/WETH,Memecoin,ethereum,uniswap,0x5f8CE85974a6A1547aFf47D43E9B53f42172D2dD,0x14F85D8B3baB0A81309706231228C645A10A9718,0.001188,0.0,0.0,0.0,40988606.17,h1
2026-08-19T09:58:00+00:00,MEME/USDC,Memecoin,solana,orca,56GUb2n76ZNEukwoaJ11f6Q91ZtezXj5WdUAFd8xnmUa,AMRVrGW1acxsiiCP4kKQtLNLgm9bdTRPU7nM5yGET1EM,0.00235,0.0,0.0,0.0,161147209.54,h1
2026-08-19T09:58:00+00:00,MEME/WETH,Memecoin,ethereum,uniswap,0x164e5c7AD1Da30647219b39Cb2dd24404E1495bf,0x8e1C8F473aB3E97748BcE0ecDa036E110fd0ff14,0.0005614,0.0,0.0,0.0,23244886.3,h1
2026-08-19T09:58:00+00:00,MEME/USDC,MEMEcoin,solana,raydium,26hq83ubjaxGmcMTbGQqrWMUrtwg92EeJgFUYd7zKvUH,3j92g6mygEzuQ25Atdy8xPsScH7hsn33PjH31ZqP61Rg,0.004989,0.0,0.0,0.0,8910524.18,h1
2026-08-19T09:58:00+00:00,MEME/WETH,MEME,robinhood,uniswap,0x884EeC5CC6C8845256cB4C59DfeF927C2aAe63f4,0x9949463D317813bec255D036231679304F9FF563,65.94,0.0,0.0,0.0,762509.98,h1
2026-08-19T09:58:00+00:00,MEME/WETH,Memecoin,robinhood,uniswap,0xBdbe45628dEB693b57Ff0a4F7A3254c02eE4E25d,0x0778651F98077b7e5633723ddEf8Af1791a20E08,0.005853,0.0,0.0,0.0,1024891.04,h1
2026-08-19T09:58:00+00:00,Meme/ETH,Just a meme,robinhood,uniswap,0xa7185cc8a1fdf0b387e5b0cbfe68bb91dc4301915f67b5efbbfa13acbc944716,0x68602729A6dEA0b64148676FCA9a02699b5348ea,3.327e-05,0.0,0.0,0.0,22984.2,h1
2026-08-19T09:58:00+00:00,MEME/XRP,MEME,xrpl,xrpl,4D454D4500000000000000000000000000000000.rs98d8usUqkf9Wuww6MgMghSdQpvMmVFt4_XRP,4D454D4500000000000000000000000000000000.rs98d8usUqkf9Wuww6MgMghSdQpvMmVFt4,0.000325,0.0,0.0,0.0,33489.56,h1
2026-08-19T09:58:00+00:00,MEME/COIN,MemeCoin,robinhood,uniswap,0x9422cce35c4b9392f6cf6e5f7e516c9f5ff7eda391a21a0438bbff16cd79ed21,0x59621c96E1Ce135B53835B44767F25f7bC250BA3,1.056e-07,0.0,0.0,0.0,10563.58,h1
2026-08-19T09:58:00+00:00,MEME/SOL,MEME,solana,pumpswap,AXWzPzJGQZmBDFEVdhdtuDP9GXL4PppaM43oN5zcLyN,9sjdR5pVYKVbkSALTG1CYhaq1gKxayJqo35sskm8bj4D,1.126e-05,0.0,0.0,0.0,9073.05,h1
2026-08-19T09:58:00+00:00,MEME/WBNB,MEME,bsc,pancakeswap,0x0bBb77a566193Bf687666B25Dd31CD0E8Bac2A4b,0x33B08F9C69A3c0D99D8ea5176E2e30d7D0A04444,3.173e-06,0.0,0.0,0.0,5404.47,h1
2026-08-19T09:58:00+00:00,MPX6900/SOL,MEME,solana,raydium,4NpWNtKDQPEH4P8w95SEWjvdzagR5zTY7TJvrtFrZM2k,39Mzpdw7NDGiXmZZGWiCdR6Nzoc7muWuYkPsVDV4pump,6.868e-06,0.0,0.0,0.0,8952.48,h1
2026-08-19T09:58:00+00:00,MEME/WETH,LaunchA Meme,robinhood,flapsh,0x8C512b80C059a62b824FdC7363C2C2952B073730,0x9953AC22f6EeDa4099325575d8Efc6f8D8aB7777,3.328e-06,0.0,0.0,0.0,7368.53,h1
2026-08-19T09:58:00+00:00,meme/SOL,1 meme can change your life,solana,pumpswap,HrB22pZE3CEbKpdWuBvjFYyMX4cjam8xbkHo5hocspUD,85ymfLLfeyYA9wV1PorpLBW1pprWfPgnm3cMEx5ppump,5.218e-06,0.0,0.0,0.0,6640.48,h1
2026-08-19T09:58:00+00:00,MEME/ETH,Solana MemeStock Market,robinhood,uniswap,0xc8e0492d5631d5fa477c2a00eeb40a3d2c02e659424b958b01557cb82e0cc309,0x047592AeDe2f33700d9859DA52E9F09ab689Bb71,4.771e-06,0.0,0.0,0.0,4771.79,h1
2026-08-19T09:58:00+00:00,Meme/ETH,Meme,robinhood,uniswap,0x1419fe280b2abfbdadde8187b942cf3bc25686b4c3fcbd36e8b3fdc70e0206c6,0xC0965F1eA389fC739d97AFA8D5a96f52eE824f20,4.801e-06,0.0,0.0,0.0,4801.97,h1
2026-08-19T09:58:00+00:00,MEME/SOL,Trade the meme,solana,pumpswap,9fzpL5x7nL9fSWKiC1kQBjrxRrDhVYmegVnaMkGp7VTg,2UhgCt25pWc6xgPrS2yFXVCVRfZhdVeqsF5nrH3Ppump,5.829e-06,0.0,0.0,0.0,4598.76,h1
2026-08-19T09:58:00+00:00,MEME/WETH,Memecoin,ethereum,uniswap,0x70cF99553471FE6C0d513ebFac8aCC55BA02ab7B,0xb131f4A55907B10d1F0A50d8ab8FA09EC342cd74,0.000464,0.02,-1.0,143.19,205288.97,h1
2026-08-19T09:59:00+00:00,GOKU/SOL,Raj Goku,solana,pumpswap,8nkY4EvYR2JJeyNZEQQoHNXz4v5AEqbrj6t1yhXwtmkD,8nQiFQVVrqs2om3DjeUqVECg3qDYyMjREC6AzFWyGoKU,1.963e-06,-93.83,-0.0238532110091743,19097.7,1910.72,h1
2026-08-19T09:59:00+00:00,UTANG/SOL,UTANG,solana,pumpswap,HsVXAyoM24AKSq3xdKeR4aDFJ9gKZAN8JNcguj9zHvnn,3CCGVkwXXTQLDL3HUqV2fBBzazHopMrWYgqU5wvvpump,1.547e-06,-99.1,-0.0117810117810117,78621.13,1567.16,h1
2026-08-19T09:59:00+00:00,ANSEMSZN/SOL,Ansem Season,solana,pumpswap,EfZSY5rEbGymT6zfBiovR6ty9GosqjEs6bs6hmTkrv1c,5gkuTAKAskEhhc1D6ACtF6mmstfCg2Ldm5qT4C84pump,7.943e-05,-61.39,0.1571251207063043,127617.62,24204.18,h1
